Name,Author,Source,Date,Data
碳排放权交易制度影响下发电企业的对策研究,['韦宇虹'],农电管理,2023-01-10,期刊
基于来源和用途混合分类的碳排放权会计处理构想,"['黄金曦', '张云丽']",财会通讯,2023-01-10,期刊
基于BIM技术的建筑生命周期碳排放计量分析,"['李春丽', '高项荣']",城市建筑,2023-01-10,期刊
试析低碳经济下碳排放权交易会计处理,['易志军'],财经界,2023-01-10,期刊
中国(广西)与澳大利亚甘蔗生产碳排放特征比较,"['谭俊杰', '梁阗', '杨尚东', '谭宏伟']",中国糖料,2023-01-10,期刊
110kV变电站栓焊混合连接和螺栓连接钢结构碳排放研究,['刘泽鹏'],工程技术研究,2023-01-10,期刊
,,,,
硫铝酸盐水泥碳排放核算,"['尚春静', '吴诚根', '鲁刘磊', '姚凯卿', '王志豪', '汪峻峰']",水泥,2023-01-10,期刊
基于系统动力学的交通运输碳排放系统仿真与低碳情景研究,"['张旭', '秦怡华']",物流科技,2023-01-09,期刊
中国区域一体化如何影响碳排放效率,"['徐斌', '柯达', '刘杨倩宇']",当代财经,2023-01-09,期刊
我国公共服务建筑碳排放影响因素研究——基于两种碳排放核算方法,"['刘月利', '胡威', '邢园通']",价值工程,2023-01-08,期刊
河南省种植业碳排放动态演化分析,"['孙康', '解月', '贠鸿琬', '何泽军']",安徽农业科学,2023-01-08,期刊
湖南省土地利用碳排放时空差异及其影响因素分析,"['廖攀', '张雄一', '吴吉林', '刘志洲', '左金友']",湖南文理学院学报(自然科学版),2023-01-06,期刊
中国农地碳排放时空分异及其驱动因素,"['李天驹', '贾磊', '张晓慧']",生态经济,2023-01-05,期刊
粮食增产与农业碳排放强度降低——基于中国粮食主产区政策的准自然实验证据,"['原野', '李太平']",福建农林大学学报(哲学社会科学版),2023-01-05,期刊
互联网使用与家庭间接碳排放:测度及影响因素分析,"['华怡婷', '石宝峰']",重庆大学学报(社会科学版),2023-01-03 16:09,期刊
垃圾焚烧发电项目碳排放核算与减排效应研究,"['张炳康', '李云玉', '张欣', '王诗颖', '周霖', '吕石磊']",环境保护科学,2023-01-03 10:42,期刊
税收负担降低了碳排放强度吗?,"['王锋', '罗珊', '单静']",经济与管理评论,2023-01-03 08:33,期刊
中国农业碳排放测算研究综述,"['胡永浩', '张昆扬', '胡南燕', '武拉平']",中国生态农业学报(中英文),2023-01-02 14:36,期刊
我国交通运输业全面进行碳排放权交易研究,['陈绮'],中国储运,2023-01-01,期刊
农田生态系统碳排放时空格局及趋势分析,"['王英', '杨娟', '王佳丽']",中国农业大学学报,2022-12-30,期刊
数字普惠金融对家庭碳排放的影响研究——基于2018年CGSS数据,"['刘倩', '陈瑞颂']",环境经济研究,2022-12-30,期刊
基于“云-管-边-端”物联网架构的碳排放监测,"['邢方圆', '贺诗波', '孙铭阳', '陈积明']",物联网学报,2022-12-30,期刊
中国农业碳排放的空间关联网络分析,"['李若寒', '范成方']",山东农业大学学报(社会科学版),2022-12-30,期刊
国家级城市群建筑业碳排放效率的空间分异及影响因素,"['俞雅乖', '沈盼熠', '李瑜婷']",宁波大学学报(人文科学版),2022-12-29,期刊
新旧动能转换背景下碳排放交易如何影响企业全要素生产率——基于波特假说,"['段文娟', '油永华']",现代商业,2022-12-28,期刊
数字金融对碳排放的影响及机制研究,['王广在'],武汉商学院学报,2022-12-28,期刊
,,,,
基于旅游卫星账户的我国旅游业碳排放核算研究,"['俞宗尧', '葛建军', '张国帅']",贵州师范学院学报,2022-12-28,期刊
新疆碳排放驱动因素与减排策略分析,"['马冬芬', '祝学军']",煤炭经济研究,2022-12-28,期刊
碳排放权交易会计处理中的问题与对策,['赵旭婉'],合作经济与科技,2022-12-27,期刊
我国碳排放权法律属性浅议,['王芳源'],合作经济与科技,2022-12-27,期刊
内蒙古自治区农业碳排放时序变化与影响因素研究,"['朱舰伟', '刘卫柏', '刘金丹']",湖南师范大学自然科学学报,2022-12-26 15:50,期刊
数字化对交通运输碳排放强度的影响——基于省际面板数据的实证考察,"['焦萍', '张帅']",华东经济管理,2022-12-26 14:42,期刊
长江经济带电力碳排放时空变化及影响因素——基于区域和产业视角,"['郭艺', '张鹏飞', '葛力铭', '曾刚', '万媛媛']",中国环境科学,2022-12-26 10:02,期刊
基于BIM的铁路物化阶段碳排放测算研究,"['肖磊', '李智勇', '王聪', '张海明', '郭森', '柳文祥', '王京京']",建筑经济,2022-12-26,期刊
综采工作面回采过程中碳排放的生命周期分析,"['雍海宁', '许宸瑞', '杨嘉豪', '姬益邦', '张玉权', '王瀚艺']",煤炭与化工,2022-12-26,期刊
基于LMDI分解方法的连云港市电力碳排放研究,"['张乘玮', '王健新', '李永峰']",能源与节能,2022-12-25,期刊
东北地区碳排放效率与经济增长关系研究——基于Tapio模型和DEA模型检验,"['赵国龙', '殷晨曦']",黑龙江工程学院学报,2022-12-25,期刊
多视角下东北地区城市碳排放责任核算与分布特征研究,"['刘晓宇', '张力小', '周长波', '翟明洋', '李广宇']",中国环境管理,2022-12-25,期刊
基于混合生命周期评价模型的我国食物系统水资源消耗及二氧化碳排放核算,"['刘金良', '王长波', '杨子彦', '庞明月', '王思雨']",中国环境管理,2022-12-25,期刊
安徽省工业碳排放影响因素分解及脱钩研究,"['王航星', '董洪光', '罗涛']",荆楚理工学院学报,2022-12-25,期刊
西部地区能源消费碳排放时空格局演变及影响因素分析,"['冉光圭', '杨宣']",贵州民族研究,2022-12-25,期刊
基于文献计量法的国内外建筑碳排放研究,"['任攀攀', '张玲玲', '吴松', '魏代晓']",节能,2022-12-25,期刊
基于GPS数据的重型货车碳排放计算及时空分布研究,"['金昱', '刘皓冰']",交通运输研究,2022-12-25,期刊
基于连续核算的燃煤机组碳排放特征分析,"['叶荣', '陈思畏', '崔希', '林乐平']",江西电力,2022-12-25,期刊
我国碳排放权交易市场存在的问题、国际经验借鉴及改进建议,"['蔡群起', '梁培金', '林雯茹', '苏锦荣', '吴秀萍', '吴婉羚', '杨红娇', '潘伟雄']",西部金融,2022-12-25,期刊
基于系统动力学的河南省农业碳排放研究,"['曹斌', '李炳军']",湖北农业科学,2022-12-25,期刊
,,,,
区域碳排放、经济增长与产业结构关系研究——以东北三省为例,"['郭娜娜', '高岳林', '陈雯雯', '宋志芳', '王苗苗']",宝鸡文理学院学报(自然科学版),2022-12-25,期刊
中国交通运输业碳排放驱动因素与达峰路径,"['王世进', '蒯乐伊']",资源科学,2022-12-25,期刊
碳减量影响下建筑业碳排放测算模型构建与实证,"['赵丽', '赵伟', '潘绍中', '杜昕', '张建强']",河北建筑工程学院学报,2022-12-25,期刊
我国塑料碳排放核算体系搭建与应用初探,"['种珊', '朱松丽']",中国能源,2022-12-25,期刊
双向FDI协调发展、碳排放与经济增长的关系研究——基于中国30个省区面板数据的实证分析,"['彭继增', '凌娇娇']",南昌大学学报(人文社会科学版),2022-12-20,期刊
基于作业预算法的碳排放三重预算体系解析,['庞仙梅'],财会通讯,2022-12-20,期刊
双碳目标下天津制造业碳排放双控与能源脱钩研究,"['孙振清', '张昊', '戴陈彦']",理论与现代化,2022-12-20,期刊
中国建筑业碳排放效率动态特征及驱动因素研究,"['林钰宇', '李建豹']",上海房地,2022-12-20,期刊
投入数字化对工业碳排放强度影响的实证分析,"['杨丹辉', '胡雨朦']",城市与环境研究,2022-12-20,期刊
广州地铁盾构隧道建设期碳排放强度与减排潜力研究,"['陈坤阳', '段华波', '张怡', '周雯雯', '陈湘生']",隧道建设(中英文),2022-12-20,期刊
碳排放权会计核算逻辑与流程,"['谈多娇', '杨芷芩', '李琳']",财务与会计,2022-12-20,期刊
建筑工程施工阶段碳排放计量方法研究,"['董玉平', '汪洪军', '费恺', '徐志']",洁净与空调技术,2022-12-17,期刊
碳金融是否促进了绿色创新水平？——基于碳排放权交易政策的准自然实验,"['王凤荣', '李安然', '高维妍']",兰州大学学报(社会科学版),2022-12-16 13:34,期刊
基于投入产出法的中国纺织服装产业碳排放核算,"['杨本晓', '刘夏青', '侯锋']",毛纺科技,2022-12-16,期刊
碳排放标准规范的研究现状及发展趋势,"['唐扬', '张明婷']",标准科学,2022-12-16,期刊
电力碳排放计量技术现状及展望,"['招景明', '李经儒', '潘峰', '杨雨瑶', '黄家嘉', '林国营', '邓凯', '蔡嘉慧']",电测与仪表,2022-12-15 13:47,期刊
碳税和碳排放权交易制度协同应用研究,"['刘双柳', '陈鹏', '程亮', '焦阔', '徐顺青', '高军', '葛汝冰']",环境污染与防治,2022-12-15,期刊
基于多DEA-Gini的纺织业碳排放效率时空分异研究,"['马玉超', '张永林']",武汉纺织大学学报,2022-12-15,期刊
新疆农业碳排放空间演变与驱动力分析,"['李娜', '石晶']",塔里木大学学报,2022-12-15,期刊
绿色基础设施投资降低了碳排放吗,"['林乐芬', '杨倩文']",现代经济探讨,2022-12-15,期刊
,,,,
基于碳排放特征的资源型城市低碳规划策略,"['张小平', '刘胜宾']",山东建筑大学学报,2022-12-15,期刊
基于系统动力学-Visual Studio集成模型的区域碳排放中长期变化趋势预测——以四川省为例,"['李乔楚', '陈军华', '何京']",环境污染与防治,2022-12-15,期刊
双碳目标下企业碳排放权会计处理问题探析,"['曹海娟', '吴小娟', '李晶']",中国注册会计师,2022-12-15,期刊
金融工具碳排放测算的国内外实践及探索,"['李建兵', '周慧虹', '梁文青']",华北金融,2022-12-15,期刊
城乡建设碳排放现状对比分析及工作建议,"['凡培红', '戚仁广', '殷帅']",建设科技,2022-12-15,期刊
粮食主产区农业碳排放回弹效应研究,"['黄晓慧', '杨飞', '陆迁']",长江流域资源与环境,2022-12-15,期刊
基于ESDA-GIS的湖南省碳排放时空差异动态演化分析,"['陈培红', '王鹏', '李春红']",衡阳师范学院学报,2022-12-15,期刊
混凝土结构与钢结构变电站建筑全生命周期碳排放对比研究,"['胡亚山', '庄典', '朱可', '石邢']",建筑科学,2022-12-15,期刊
半刚性沥青路面建设期碳排放特征分析,"['李清华', '刘聂玚子', '刘琰然', '朱晓东', '张兴宇']",交通节能与环保,2022-12-15,期刊
武汉市交通运输业碳排放达峰路径研究,"['汤峥', '彭莎', '黄宇']",环境科学与管理,2022-12-15,期刊
基于SDA的华北地区碳排放变动及驱动因素研究,['张晴'],生产力研究,2022-12-15,期刊
数字经济对碳排放强度的影响机制及空间效应,"['霍晓谦', '张爱国']",环境科学与技术,2022-12-15,期刊
安徽省工业碳排放现状及影响因素分解,['李菲菲'],山西师范大学学报(自然科学版),2022-12-15,期刊
近零碳排放园区试点建设实施方案研究,['刘慧敏'],绿色科技,2022-12-15,期刊
长江经济带土地利用碳排放时空效应及驱动力,"['方林', '李灿锋', '李浩杰', '刘艳晓']",草业科学,2022-12-15,期刊
双碳背景下数字经济对碳排放强度的影响研究——基于有调节的中介效应检验,"['郭玥沁', '郭彬', '张荣霞']",现代管理科学,2022-12-10,期刊
基于碳排放因子现状研究构建企业碳排放因子计量体系,['张明婷'],中国计量,2022-12-10,期刊
出口贸易多样化对中国碳排放的影响,"['赵双剑', '林木西']",商业经济研究,2022-12-08,期刊
我国二氧化碳排放强度演变的影响因素分析,['陈钊'],大众标准化,2022-12-08,期刊
江西省县域农业碳排放时空格局及影响因素分析,"['郑博福', '梁涵', '万炜', '刘忠', '朱锦奇', '吴之见']",农业工程学报,2022-12-08,期刊
,,,,
中国农业农村碳排放结构与碳达峰分析,"['曾贤刚', '余畅', '孙雅琪']",中国环境科学,2022-12-07 17:02,期刊
科技大国能源消费碳排放与经济增长脱钩关系及驱动因素研究,"['韩文艳', '熊永兰']",生态经济,2022-12-07,期刊
碳排放权价格评估方法及实证研究,"['廖志高', '许京怡', '简克蓉']",生态经济,2022-12-06,期刊
T/CAS 454-2020《火力发电企业二氧化碳排放在线监测技术要求》解读,"['陈小玄', '卢伟业']",中国标准化,2022-12-05,期刊
智慧城市建设与城市碳排放：基于数字技术赋能路径的检验,"['葛立宇', '于井远']",科技进步与对策,2022-12-02 13:39,期刊
碳排放风险约束下低碳园区储能容量规划方法,"['谈竹奎', '喻磊', '王扬', '林心昊', '蔡永翔', '刘胤良', '袁智勇', '何肖蒙']",南方电网技术,2022-12-01 15:10,期刊
基于深度学习模型的船舶碳排放时空预测研究,"['栾建霖', '冯胤伟', '李海江', '王新建', '贾鹏', '匡海波']",科研管理,2022-11-30 12:55,期刊
电动汽车全生命周期碳排放,"['康小平', '聂慧慧', '郜敏', '吴凤彪']",储能科学与技术,2022-11-30 10:26,期刊
ICT投资对碳排放效率的空间效应和影响机制,"['李朋林', '钟玉祥']",西安科技大学学报,2022-11-30,期刊
长三角都市圈工业能源消费碳排放强度区域差异及动态演进,['王青'],人民论坛·学术前沿,2022-11-30,期刊
基于马尔可夫链的建筑业碳排放的省域差异及时空演变,"['纪凡荣', '李琦']",建设科技,2022-11-30,期刊
河南省制造业碳排放效率及其影响因素研究,"['张国兴', '崔艳芳']",华北水利水电大学学报(社会科学版),2022-11-30,期刊
政府办公建筑碳排放限额分析研究,['邹晓锐'],建设科技,2022-11-30,期刊
我国工业碳排放影响因素的研究进展与趋势,"['陆烨', '王冉', '张元坤', '刘世奇', '常媛媛']",商展经济,2022-11-30,期刊
面向2035的节能与新能源汽车全生命周期碳排放预测评价,"['付佩', '兰利波', '陈颖', '郝卓', '邢云翔', '蔡旭', '张春梅', '陈轶嵩']",环境科学,2022-11-28 10:12,期刊
数字经济对碳排放的影响研究——基于产业结构转型的中介视角,"['杨清露', '侯普光']",煤炭经济研究,2022-11-28,期刊
“双碳”目标下行业能源责任碳排放测算与分析,"['刘志红', '袁杰辉']",有色金属(冶炼部分),2022-11-28,期刊
碳排放权交易、政府补贴与企业技术创新,"['路正南', '朱鹏']",经营与管理,2022-11-28,期刊
数字服务贸易发展水平对碳排放影响的实证分析——基于中国省级层面的面板数据,"['石红莲', '王钰良', '孔希贤']",天津商业大学学报,2022-11-25,期刊
资源禀赋对区域碳排放强度的影响效应及作用机制,"['宋龙飞', '李静']",安徽农业大学学报(社会科学版),2022-11-25,期刊
,,,,
基于县域单元的湖北省碳排放时空格局演变特征,"['周玄德', '窦文章', '詹庆明', '孜比布拉·司马义', '邓祖涛', '曾勇']",测绘通报,2022-11-25,期刊
区域经济增长、能源消费与二氧化碳排放,"['黄华继', '李英齐']",黑河学院学报,2022-11-25,期刊
中国对外直接投资的碳排放效应——基于多区域投入产出模型,['闫云凤'],资源科学,2022-11-25,期刊
土地利用、经济高质量发展与碳排放耦合协调度及影响因素——来自中国282个地级市的经验研究,"['丁学谦', '吴群', '刘向南', '谈林沂', '王健']",资源科学,2022-11-25,期刊
中国棉花生产碳排放核算与碳达峰预测,"['吴沣槭', '黄伟斌', '陈家乐', '韩迎春', '冯璐', '王国平', '李小飞', '李亚兵', '王占彪']",农业环境科学学报,2022-11-24 16:15,期刊
碳排放与环境影响评价制度探究,['王小平'],能源与节能,2022-11-24,期刊
农业技术效率对农业碳排放的影响——基于空间溢出效应与门槛效应分析,"['颜光耀', '陈卫洪', '钱海慧']",中国生态农业学报(中英文),2022-11-23 18:16,期刊
金融科技对碳排放强度的影响研究,"['周亚军', '齐志渊']",金融理论与实践,2022-11-23 13:53,期刊
基于机器学习算法的新疆农业碳排放评估及驱动因素分析,"['邓路', '袁圣博', '白萍', '李会芳']",中国生态农业学报(中英文),2022-11-22 16:51,期刊
碳排放权交易制度与企业绿色治理,"['张娆', '郭晓旭']",管理科学,2022-11-20,期刊
装配式混凝土建筑的碳排放计算研究——以金隅玉田二期办公生活区示范项目为例,['高洪军'],混凝土世界,2022-11-20,期刊
收入不平等与碳排放——基于城市碳排放数据,"['贾妮莎', '徐浩然', '雷宏振']",湖南师范大学自然科学学报,2022-11-19 16:08,期刊
国内价值链生产分工网络与省域——行业间碳排放强度差距：缩小还是拉大,"['陈兆伟', '李惠茹']",宏观经济研究,2022-11-18,期刊
碳排放权交易能促进企业创新吗?——基于中国碳交易试点覆盖企业的检验,['李晖'],系统工程,2022-11-17 13:56,期刊
基于多区域投入产出模型的长江经济带隐含碳排放研究,"['张天骄', '许钤川', '温璐歌']",企业经济,2022-11-16 10:45,期刊
基于LCA的特大桥梁全寿命碳排放特征分析,"['何江陵', '陈勇强', '董欣', '黄飞扬', '刘备', '王元庆']",交通节能与环保,2022-11-16 09:07,期刊
交通运输碳排放决策支持平台建设研究,"['胡希元', '尚赞娣', '魏新月', '林成功', '王锋锋']",交通节能与环保,2022-11-15 10:11,期刊
山区高速公路隧道建设期碳排放计算方法探讨,"['魏作标', '夏立爽', '刘志强', '王丹']",交通节能与环保,2022-11-15 08:50,期刊
民法典实施背景下碳排放权数据产权属性的法理证成及规范进路,['任洪涛'],法学杂志,2022-11-15,期刊
云南省建筑行业直接与间接碳排放核算研究,"['张楚蓓', '王志浩', '邓诗涵']",产业与科技论坛,2022-11-15,期刊
,,,,
“双碳”目标下完善我国农业碳排放核算体系的研究,['韩圆圆'],山西农经,2022-11-15,期刊
东北三省产业转型对碳排放效率的影响,['赵高茜'],黑龙江环境通报,2022-11-15,期刊
数字金融影响碳排放的作用机理及效果,"['范庆倩', '封思贤']",中国人口·资源与环境,2022-11-15,期刊
“双碳”背景下碳排放交易机制的减污降碳效应,"['陆敏', '徐好', '陈福兴']",中国人口·资源与环境,2022-11-15,期刊
西北五省碳排放时空格局及影响因素研究,"['程晓瑜', '盖微微']",环境科学与技术,2022-11-15,期刊
中国省际碳排放转移的福利溢出效应,"['董碧滢', '徐盈之']",中国人口·资源与环境,2022-11-15,期刊
对我国金融机构构建碳排放核算体系的思考,"['倪清', '金以文', '崔俊莲']",中国银行业,2022-11-15,期刊
公路隧道建设碳排放计量与预测研究,['龚静'],技术与市场,2022-11-15,期刊
碳排放权交易政策能提高企业现金持有水平吗,"['张娆', '杨小伟']",当代财经,2022-11-15,期刊
欧盟碳排放交易市场的发展及启示,"['丁海勇', '韩增华']",新经济,2022-11-15,期刊
基于土地利用和夜间灯光数据的京津冀区域碳排放时空分异研究,"['武爱彬', '赵艳霞', '郭小平', '范波']",地理与地理信息科学,2022-11-15,期刊
人力资本、技术创新与碳排放——基于中国城市视角的讨论,"['贺晓丽', '逯进']",东方论坛,2022-11-15,期刊
中国碳排放的时空跃迁特征、影响因素与达峰路径设计,"['刘自敏', '张娅']",西南大学学报(社会科学版),2022-11-15,期刊
中日碳排放与经济发展、电力消费比较研究,"['张忠华', '邵羽函', '胡杰']",中外能源,2022-11-15,期刊
基于夜间灯光数据的中国海岛县碳排放时空分异及影响因素研究,"['狄乾斌', '侯智文', '陈小龙']",地理与地理信息科学,2022-11-15,期刊
南方低山丘陵区高速公路路基工程全寿命碳排放来源分析及减排要点,"['程书祥', '何毅', '李晨瑶', '王炜', '刘备', '王元庆']",交通节能与环保,2022-11-14 16:43,期刊
中国旅游业碳排放—旅游经济—生态环境耦合协调时空分异研究,"['李智慧', '王凯', '余芳芳', '徐丽萍']",地理与地理信息科学,2022-11-14 15:46,期刊
京津冀碳排放的影响因素分析及达峰情景预测——基于供给侧改革视角,"['王韶华', '赵暘春', '张伟', '刘晔']",北京理工大学学报(社会科学版),2022-11-14,期刊
旅游与碳排放：全球视角与区域比较,['章杰宽'],地理研究,2022-11-11,期刊
非重点排放企业碳排放会计核算在不同财务战略下的方法选择,"['何凌霄', '张雨晴']",绿色财会,2022-11-10,期刊
,,,,
无锡市典型污泥处理处置全过程碳排放特征研究,"['李爱民', '李羽志', '宋联', '浦田', '常伟', '杨汉文', '王硕', '李激']",给水排水,2022-11-10,期刊
全国碳排放权交易机制概述及对控排企业的建议,['吴亚男'],中国律师,2022-11-10,期刊
数字经济发展对碳排放的非线性影响研究,"['金飞', '徐长乐']",现代经济探讨,2022-11-10,期刊
基于全生命周期活动数据的交通运输碳排放计算思路,['刘佩'],中国工程咨询,2022-11-10,期刊
兰西城市群能源消费碳排放时空分布特征及影响因素——基于DMSP/OLS与NPP/VIIRS夜间灯光数据,"['邓光耀', '陈刚刚']",西华大学学报(哲学社会科学版),2022-11-10,期刊
香港能源消费碳排放的演变趋势及其影响因素,"['林晓洁', '王长建', '汪菲', '陈静', '廖开怀', '罗皓', '卢敏仪']",科技管理研究,2022-11-10,期刊
建筑领域不同建造方式碳排放对比分析探讨,"['殷涛', '梅聪健']",工程质量,2022-11-10,期刊
我国流通产业集聚对碳排放的影响机制和空间分异研究,['张川'],商业经济研究,2022-11-07,期刊
中国碳排放效率的时空联系、非均质发展与收敛性分析——基于区域战略视角,"['陈向阳', '戴尔']",财经理论研究,2022-11-05,期刊
农产品贸易对农业碳排放的影响——兼议数字乡村发展的门槛效应,"['陈宇斌', '王森', '陆杉']",华中农业大学学报(社会科学版),2022-11-05,期刊
空间溢出效应下的环境规制影响碳排放强度路径分析,"['刘晓晗', '朱泯静']",生态经济,2022-11-02,期刊
产业集聚、碳排放与绿色农业耦合协调时空演化研究——基于长江经济带面板数据的实证研究,"['陈思杭', '雷礼', '徐辉']",生态经济,2022-11-02,期刊
东北三省碳排放时空演变多尺度分析——基于DMSP/OLS夜间灯光数据,"['关伟', '李书妹', '许淑婷']",生态经济,2022-11-02,期刊
我国碳排放—经济增长—生态环境三维系统耦合协调时空演化,"['吕靖烨', '李珏']",生态经济,2022-11-02,期刊
辽宁省能源消费碳排放的时空特征,['曾先'],皮革制作与环保科技,2022-10-30,期刊
陶瓷行业碳排放水平与碳减排潜力分析——以某工业园企业为例,['傅芬芳'],皮革制作与环保科技,2022-10-30,期刊
“双碳”目标背景下陕西农业碳排放驱动因素与脱钩效应研究,"['卢东宁', '张雨', '雷世斌']",北方园艺,2022-10-30,期刊
居民家庭消费碳排放核算方法综述,['王莉'],上海船舶运输科学研究所学报,2022-10-30,期刊
我国碳排放权交易市场存在的法律问题及完善建议,['刘英'],西部学刊,2022-10-30,期刊
碳排放权的规范解构与实践反思,['郭楠'],中国地质大学学报(社会科学版),2022-10-27 16:50,期刊
,,,,
海南省旅游交通碳排放驱动机理研究,"['蔡国琴', '王丽娜', '李敏纳', '张秋月', '王奕潼']",能源与环境,2022-10-27,期刊
农业技术进步、农业结构合理化与农业碳排放强度,['范东寿'],统计与决策,2022-10-26 14:54,期刊
中国林产工业嵌入全球价值链对贸易隐含碳排放的影响,"['侯方淼', '裴润田', '刘璨', '张雁筑']",中南林业科技大学学报,2022-10-26 14:19,期刊
完善碳排放定价权机制,['史婧希'],商业观察,2022-10-25,期刊
农业保险对农业碳排放空间效应的影响探究,['王博'],南方农业,2022-10-25,期刊
“双碳”背景下碳排放权的法律属性,['赵星月'],经济研究导刊,2022-10-25,期刊
基于“权额分立”理念的碳排放权性质与相关概念审视,"['曹霞', '郅宇杰']",中国环境管理,2022-10-25,期刊
2022年9月碳排放权交易市场动态,,造纸信息,2022-10-25,期刊
碳排放权交易政策对上市公司企业价值影响的实证研究,"['陈开军', '季鹏飞', '宋莹敏']",当代金融研究,2022-10-25,期刊
税制绿化能够降低碳排放吗？——基于我国省级面板数据的实证分析,"['史明霞', '刘娜']",财政科学,2022-10-25,期刊
科技创新、产业结构升级与碳排放的传导效应——基于半参数空间面板VAR模型,"['叶娟惠', '叶阿忠']",技术经济,2022-10-25,期刊
中国高校碳排放核算与碳中和路径研究——基于2008—2021年数据库的文献分析,"['崔鹏', '周思妤']",中国高校科技,2022-10-25,期刊
无人机低空摄影技术在碳排放监测中的应用,"['魏松泽', '曹玉军', '李林杰', '孙夙', '刘成']",能源与环保,2022-10-25,期刊
安徽农业碳排放与农业经济关系初析,['孙亚敏'],环境科学导刊,2022-10-24,期刊
辽宁省碳排放影响因素及情景预测,"['牛乐', '张丽霞', '郗凤明', '王娇月']",应用生态学报,2022-10-21 17:22,期刊
中国环境规制对旅游业碳排放强度影响的空间异质性,"['李智慧', '王凯', '徐丽萍']",生态学报,2022-10-21 11:19,期刊
农村劳动力外流、农业规模经营与农业碳排放,"['陈宇斌', '王森']",经济与管理,2022-10-20 17:16,期刊
碳排放权价格对能源企业价值的影响研究,"['韩民', '黄文璐']",中国石油大学学报(社会科学版),2022-10-20,期刊
公平与效率双准则下我国区域碳排放权分配研究——基于改进的ZSG-DEA模型,"['刘丙泉', '王月', '孟令奇', '聂博洋', '高政']",中国石油大学学报(社会科学版),2022-10-20,期刊
绿色金融发展是否促进了碳排放效率的提高?——来自中国省际面板数据的实证检验,"['王连', '吴召选']",福建商学院学报,2022-10-20,期刊
,,,,
Q地铁公司碳排放权的会计核算与建议,"['徐晓红', '毛守飞', '王文菁', '梁慧婕', '曹原青青']",财务与会计,2022-10-20,期刊
学习：《关于加快建立统一规范的碳排放统计核算体系实施方案》,,腐植酸,2022-10-20,期刊
碳中和目标下轻型木结构建筑碳排放计算及降碳策略研究,"['蒋柯夫', '杨瑛']",林产工业,2022-10-20,期刊
基于全寿命周期的环氧再生路面碳排放研究,"['刘士南', '王厚植', '张磊', '陈辉民', '杨军']",材料导报,2022-10-17 14:38,期刊
油气田地面工程建设设备安装碳排放优化控制,['仇放'],石油工程建设,2022-10-17,期刊
产业结构合理化对碳排放影响的空间效应,"['孙凌宇', '罗杨帆']",重庆社会科学,2022-10-16,期刊
碳排放权会计核算及财务报告分析——以宝钢股份为例,"['刘瀚斌', '曹泽卉']",新会计,2022-10-15,期刊
我国绿色金融发展与二氧化碳排放研究——基于GMM模型分析,"['陈兵兵', '黄芳蕊', '毛丽莉', '黄劲']",区域金融研究,2022-10-15,期刊
公路隧道建设碳排放量化分析计算及数字化,"['苏征宇', '张帆', '韦逸清', '邓越']",现代隧道技术,2022-10-15,期刊
人口城镇化背景下产业技术创新、结构调整和空间聚集对碳排放的影响研究,"['林桂泉', '王亚楠']",江西农业学报,2022-10-15,期刊
数字普惠金融对区域碳排放强度的影响研究,"['胡本田', '肖雪莹']",大连海事大学学报(社会科学版),2022-10-15,期刊
中国省际服务业碳排放空间网络结构及其驱动因素,"['甘畅', '王凯']",环境科学研究,2022-10-15,期刊
基于LMDI法和Tapio脱钩模型的天津市碳排放分析,"['刘茂辉', '邓小文', '刘胜楠', '李婧', '孙猛']",环境污染与防治,2022-10-15,期刊
碳排放权交易试点阶段企业减排效应研究,"['潘敏', '王晨']",经济纵横,2022-10-15,期刊
基于STIPRAT评估模型的中美碳排放与电力消费相互关系分析,"['胡杰', '于淼', '白慧媛']",中外能源,2022-10-15,期刊
长江经济带城市蔓延对能源碳排放的影响研究——来自夜间灯光的经验证据,"['方时姣', '张柯']",学习与实践,2022-10-15,期刊
基于碳排放测算的高速公路服务区低碳建设策略,"['王新', '李鹏', '阎西康', '李媛', '王丽洁', '王世超']",交通节能与环保,2022-10-15,期刊
基于SBM模型的区域碳排放效率评估研究,"['郭茹', '田博文', '吕爽']",能源环境保护,2022-10-15,期刊
基于文献计量法的碳排放权交易机制减排研究热点与趋势分析,['张修凡'],宝鸡文理学院学报(社会科学版),2022-10-15,期刊
航运绿色化背景下国际航运碳排放交易机制研究,"['郑少华', '王慧']",浙江海洋大学学报(人文科学版),2022-10-15,期刊
,,,,
基于土地利用变化的陕西省县域碳排放时空变化及影响因素研究,"['曹周亮', '张欣蓉', '员学锋', '陈锦鸿']",水土保持通报,2022-10-15,期刊
异质性环境规制对区域碳排放的影响,"['王睿敏', '黄晖']",生产力研究,2022-10-15,期刊
人力资本、技术创新扩散与碳排放——基于广东动态空间杜宾面板模型分析,"['谢长青', '叶林伟', '刘丽辉', '曾思妮']",广东石油化工学院学报,2022-10-15,期刊
基于国土空间规划的碳排放计算框架研究,['胡达天'],武汉职业技术学院学报,2022-10-15,期刊
基于STIRPAT模型的碳排放峰值预测研究——以甘肃省为例,"['李小军', '朱青祥', '漆志强', '王同斌', '张玉洁']",环保科技,2022-10-15,期刊
国内碳排放环境影响评价研究综述,['姚嫚'],皮革制作与环保科技,2022-10-15,期刊
